Subspecies Name,Scientific Name,Region,Physical Characteristics,Coat Variations,Image Path
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_348166059_kCTtY1bOT4726vqjAwdnHm6AJwzHayJA.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_696120573_4LduBH51BZ3cXZehTmHawG6dooHuH4ZA.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_144168000_DIZjZhlQYUp6sdJSO1iI4s5NzRlWUgYY.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_277949059_MdMc0coTMgzpvd0pK4id0wyrHylGMFfY.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_443867265_78WPbSOszed4OqPZRvZd4mT1z1du7ANo.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_384733651_3OSIQuX49iT9cDHgrT0P5PvBQlo9pegj.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_486803593_24s3cgbsp5EMht3EckZx9qrC4R6iPyL8.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_290383984_wnTF9Zn0u8QijYUwFxFcD98XVrpgdlQQ.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_479103633_wnI224v5miHl2KhcdMUt4kDXPxUCqq6p.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_292405399_bwEd1Ig0CXB2z4jj9HGrwxndUpswwiEO.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_415164543_3dyAkQlauuwNcJLW3Ev7ORYvSEU23Pgx.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_434426431_qI0ksfZ8EZ8e9sMf5EVqt4ZCFbMMvUyc.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_192750835_ZL3fxwK07jYplwdUXz0rKe1D4eGN5uuU.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_290383927_hPcKISqYy4QCdTL4c0gQ697ebxCYRs9z.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_196478529_53y7cmSePuLmPAMKuuSKHCQuHhfKK64G.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_396369828_Uz2jGLH7AxBIpAgvKZizpkvQm5TEKbqe.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_124762020_DhzbP077HP3D6CGbZbjm5hETgQcX8Y9C.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_443862283_DwcO3Y51euoRXRgMXEhx0qAw0sQeuLrd.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_111862398_eLshZwdSdPURFj4tZ6kpG3xbujSbGfcl.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_109332253_BvPT0Jh0OJFDXq2T4NjXf4crviJjaf0b.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_553705137_tIiCyqk97jt11VHs4JfhdQolsDiXVHRL.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_229308470_Lg7MuNNr0JYkTmIoJzJ3EesgsnVUZqlk.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_495787783_9sKjuhGcO7F3Iz80nyu5bGkRTUTSJDBv.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_279362396_0Hd2hDZlQfA3VGWyKFnD5XSh7h60YFmO.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\1000_F_1074797106_Y9sZRJksPNVyQu3vkityLuxl8pIyhoSo.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_396370820_WSDCVwICPdqVdZaocLuIKnNafVWsRASo.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_434425598_gMVm1ZWSjwQ9PfD0fpiLCqeAinevQh5w.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_457359587_KA7h3LQR6g9pMHvF6024eM0YgehQzme4.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_479103083_wVBubDLzdOjaMa16USSZDSUvJ93Z7ADq.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_156635076_sncHw2qKGfa1E3i12PoUdUtRsW7S93Ir.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_514738106_cDoVrdvwA3g1FSA2UtHE7PCAmSrkS15b.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_249932012_QrPOYaclaV7SPU8AyF0ZiYYJjeSwUL3l.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_503148320_eIazUfmSZe3nFSYae8PMqwpOKtPUmOoA.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_405398751_QvMo3awYYf6SHfNC8nOfgUupK04nroa8.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_485090956_llGYeMDlVLqmjCked3NCMAqPdzLMWXj8.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_192751148_ozNDCEvZT9uliDtWuybP94EvvS1HA5sp.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_680276117_XLcjmpQ5oRO7fpx6YqhKd1uqr0cmMzDt.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_583205734_cwn07L3alKaFhBNpxPpLM2XsqGBHt68c.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_380225791_bVSodpIfo0C27kSmWcFViA72TQVJO5Pq.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_26953163_KD1JRJK0LtlMvmqNPtGURHAGkbzQKFlV.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_521444113_X4KSKwmNqI2gAtvOF9ZUJVBlvC2gLliv.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_619147163_8fCLYw52vt9qUwif4YVj2TMVjYozGBT0.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\34.jpeg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_134541634_IbEGdTFf2rGjevT1gbcWDGJASr6dMBIU.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_176090594_4bDaBX7Jf93NpmpnxUMBQ1yPkZfmwcZr.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_198369747_R3KwgOH0thntpCsEo93WPpVJkGotRnBj.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_479103161_66mcjH8gsGol313GJ7JXXkLXfHdi4gNV.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_193190829_G2hfN7W5rO0v6s21N6hyrRcByCrTQZvW.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_502408957_edGdlvRmmBql1BgAJMh4vYLBM96PU0Zv.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_219913578_q6RM4GsAH5WQK9Ura0lIzgq3kp8FGSXx.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_193190784_ksaBKVcpXi7n2NRUJUimrtwQViwx4T0f.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_263978340_8bI7aok51GgcTctloIdGjW1SbzTUNEbL.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_434426572_pyEu2d5ZBvjj5dIPSEf0z2wCMC8Rd23J.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_277948530_7qL6BXQAhk47FTFMjfgQ2eJyH6q4qffo.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_296125204_i2xAts83gQufQr1rAIhFAPl9WsNClXqK.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_479103825_FIjbCOjxSo895XQD8ZQAtIZfKxlti90T.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_443866127_rmNEp5gkhWhJHdcdDRtDsPGiIN3sdNwx.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_443867997_t32L0UR3btbf6OMTD0W4IlLJ9Rhk1stk.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_680276117_XLcjmpQ5oRO7fpx6YqhKd1uqr0cmMzDt.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_443865708_U9lmpsCSThR8oCbKTW28qllibVuOlljK.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_205970263_tUTeYrTEnjZHwCJqT4s9yMdvemvzA0qu.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_333417352_HFQ3LxnpVRL3ZpTeESnBDdqnSpC59W2H.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_463255702_iwDlyTgeOdO5793EWasztDilQru5tlCI.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_443867445_Bx0Dh8i1sfUmMYoQf7hEens7I3dbyqEK.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_443860023_ha5RI585g3vVpDuXfAEfUyZV9SFVZ5WE.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_26953222_jT2N9WQpvB0di89UxvJvMQcqJAvNjQrI.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_495787783_9sKjuhGcO7F3Iz80nyu5bGkRTUTSJDBv.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_443866339_abGgesG87TYdyayHXkGWSuXqyZyGAFCL.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_443866733_5m57yNGv4k5Da86oPdXcF9SuJ3Ure9cf.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_443862349_ZAMckJ77h8pQYKLhiKMalNfkGdTRm0T9.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_443866733_5m57yNGv4k5Da86oPdXcF9SuJ3Ure9cf.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_339261174_OZjO2vmivQA7SqpDWvU8hq8prW76RhRg.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_502408563_Frc4fmupaZcIfQhtn0TvneiUUY1d1CmA.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_403486776_NLOtW4QC2ER2nC020CJqVbHQzKX6MvDZ.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_443867291_i2RfICQ45fHTZ5bNhQ4pEYTSqko6yOZU.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_196479625_1iNKKBNaxUaqdB6E2L1P4HH1ed1EEsb5.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_457360130_A4GwOj4AgKAGEVmZk5viQEyIXWl35E5V.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_680276118_GcXN09zUgr5itFbAYto1k1g33v3LIIJF.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_485090956_llGYeMDlVLqmjCked3NCMAqPdzLMWXj8.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_205971008_Xk6elwiZN6QXwkbrWipMuPcq2pCibBxy.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_640616448_ZISGl5z5sMNdwsOZAdFPHRO2XWfLXN3R.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_971851325_iyYACDVrczygZWMKLxjP8IkfWwfEUayP.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_205970686_ivRXUQ2zCkSf1PTEFyGPLzPxQd3b8Ugh.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_495984832_YMK075DMdOMyyjewrUV4QH9DaXA1WBTu.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_121702865_MMGCidUblUaboLDascu67UtdKqwIQn0d.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_396371200_tduv3wW6BFX71LjTe4sRrGE75Y8rRBcA.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_192753579_s3i9qgOQRfnqsiANS8LyW44JgJ7D2gKl.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\19.jpeg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_571897782_Lpp5qNl2mvOJbsRNutV3ZgAVMDwKkvhq.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_434421818_CoFUXR8hnqdgE2xOldKzVNsoWLMqmbep.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_4421890_RXKHxfqwRS0fHSSjm3HkOqf1t4v7MDyd.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_443861314_IAaAJGcm5te2wdxpEdkIT315FpjOkebI.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_443868479_hRoFAvO80hEm9fu17tpZgXifI44mSerE.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_227307781_Q28AeyPTFlC1XmL29I3uS7v00FC498bP.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_192753130_6cHGyn6wgeJzdlBgNoRd5lAVhQcwtRlp.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_443864371_bjrCc2xZRBZZH4WdmI85WGvSPpQBdF14.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_672319217_5wOXJf4iWFicz0OMkuXMrrINarUhCN2D.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_1108821849_IAuPaelsqweA5jQP3tSgIy25CKsg6MQw.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_479103161_66mcjH8gsGol313GJ7JXXkLXfHdi4gNV.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_577352633_ijGAWBX2eX2H9Evr3urVsEXkTp45guSn.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\17.jpeg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_479103235_XCIiKvC9QN7gPRKF5a7Q8UnzzuzFYttD.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_228673900_BUo06fcgqR3zfWh4s3Em8kDHzG6ZW9vX.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_122220778_RI2zVYcdUuyNxBfo5K4qNQSzgJQ39FLQ.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_1022756966_bU8Nzfol175rD6KiULSZmy1X1hzIwS5B.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_128099925_Z4G2xkUxu1CXqJrTM9AZ410GlupYQLxq.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_141409701_SMbi94DUgQfZqh1WA3e9wn3oL43CMhKe.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_443867885_jeJ53SwCPXepOEaSQ4VDHpLRXinby4ED.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_192748310_R8jvy5PKrOwqeqD1WmGlf2CPdyX0l7x2.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_141409701_SMbi94DUgQfZqh1WA3e9wn3oL43CMhKe.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_317285720_VYrLGtA78lZwhfMFUpZRgRpWTlfsIXoe.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_110837711_wedK3zAZMm6ZeaCVgzf0waUjYUcB3QSq.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_1024147392_DqDF0aYJZgEmjt8Mzh7Rp39X8AJlYhGT.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\33.jpeg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_443868479_hRoFAvO80hEm9fu17tpZgXifI44mSerE.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_322767689_I5XtonYxl9xm5uJ8ODMU9tZ6QEXoXXQf.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_609473366_cAspwLn4Cig0HGK6qBjvCEGpS65GePWK.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_573878474_8kWs0NIa4wPaWzQWwZnhgleENUaG2sBk.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_443866785_mwFjMbeW2vGQtKdgdB81Ca0pqwHmdMxu.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\42.jpeg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_750882532_IxpIgW5qHEBHHjaW0Qk1WAzAQPfaHJEz.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_133710060_1Sts5L0XlA4ucq0etCShadAM06T5hgJZ.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_583208864_D3wnoq6x9DuZw0QlGUvFEwCqLOdPvPpg.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_443867382_4cUwYH9q5GvMQ374nH5zBIAUk8iaoGwM.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\32.jpeg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\240_F_479103508_Qxz3CnbZutc7M0KG5J0VnA0smcdRRSWr.jpg
Iberian Wolf,Canis lupus signatus,"Spain, Portugal","Medium-sized, slender build",Grayish-brown with white and black markings,Dataset\Iberian Wolf\40.jpeg
